timestamp,cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency
2025-04-21 17:23:35.058566,51.1755,12.0,482,205,21.0,49.0,2.55,2.09,270.0,0.77,11.168172981641122,27.21,253,222,52.28884500132733
2025-04-21 17:23:50.058566,55.416000000000004,12.0,266,343,42.0,16.0,4.47,1.38,427.0,0.04,0.6376042484145515,171.72,116,1120,329.99046172833255
2025-04-21 17:24:05.058566,75.3765,21.0,72,303,25.0,14.0,1.38,4.47,511.0,0.06,-4.7665365156526285,57.6,496,1641,110.68862447910527
2025-04-21 17:24:20.058566,62.597,8.0,164,494,9.0,19.0,4.78,3.12,560.0,0.65,10.922471529704238,147.94,457,1571,284.29297058053527
2025-04-21 17:24:35.058566,35.1775,28.0,229,492,35.0,35.0,4.24,1.64,689.0,0.56,12.89330626174407,26.34,249,1286,50.61698556909084
2025-04-21 17:24:50.058566,46.338,18.0,209,254,27.0,39.0,4.94,1.18,653.0,0.01,5.510723969941819,159.83,140,773,307.14171615443394
2025-04-21 17:25:05.058566,88.35849999999999,52.0,1634,1926,65.0,61.0,14.6,11.83,83.0,1.31,15.497707395838159,394.73,1511,12293,758.5437628582852
2025-04-21 17:25:20.058566,44.159000000000006,31.0,391,156,17.0,40.0,4.98,3.21,445.0,0.14,5.288594904906804,49.97,161,1288,96.02622509064045
2025-04-21 17:25:35.058566,48.7095,16.0,237,253,43.0,14.0,2.44,4.91,202.0,0.58,8.147540329400362,29.61,398,1611,56.90087102129005
2025-04-21 17:25:50.058566,31.1,23.0,136,201,46.0,33.0,4.3,4.72,634.0,0.51,9.709051659341986,105.93,55,1405,203.56329845610455
2025-04-21 17:26:05.058566,29.2705,9.0,367,222,31.0,9.0,3.82,2.43,318.0,0.75,8.856979115509157,86.62,348,189,166.4557057704878
2025-04-21 17:26:20.058566,48.121,15.0,376,437,15.0,28.0,3.31,1.1,131.0,0.53,5.2059831917332975,98.57,35,643,189.4197519948855
2025-04-21 17:26:35.058566,62.9215,23.0,344,487,28.0,44.0,4.1,1.06,208.0,0.62,9.263845875048336,150.85,269,1602,289.8850521297401
2025-04-21 17:26:50.058566,55.081999999999994,17.0,453,98,30.0,36.0,4.73,3.55,327.0,0.71,9.436812412959316,173.76,187,1187,333.91068384530087
2025-04-21 17:27:05.058566,75.5625,27.0,170,431,28.0,37.0,3.65,1.53,440.0,0.7,8.262404571303325,35.23,333,1876,67.70069861803607
2025-04-21 17:27:20.058566,34.193,8.0,217,479,21.0,16.0,4.39,3.68,705.0,0.53,4.236423303251279,137.32,364,1293,263.88475544220023
2025-04-21 17:27:35.058566,86.1235,59.0,1090,1799,87.0,68.0,15.53,10.12,55.0,1.09,19.4239815603049,419.72,1929,5199,806.566483791147
2025-04-21 17:27:50.058566,73.82400000000001,5.0,390,50,46.0,17.0,3.7,1.2,363.0,0.96,14.926951912639424,25.05,459,1302,48.13802158336088
2025-04-21 17:28:05.058566,44.8645,24.0,333,102,12.0,48.0,3.04,3.84,373.0,0.53,1.983337749806104,175.04,271,1741,336.3704310559476
2025-04-21 17:28:20.058566,79.955,9.0,381,201,31.0,7.0,2.97,4.56,650.0,0.44,3.133027023253388,10.89,465,1826,20.92706806558084
2025-04-21 17:28:35.058566,74.60549999999999,5.0,290,139,27.0,19.0,3.2,1.7,557.0,0.53,13.392562864847104,106.96,484,1766,205.54262628967186
2025-04-21 17:28:50.058566,32.006,27.0,78,253,18.0,34.0,4.36,2.56,659.0,0.32,-1.104432032548238,82.68,440,1857,158.8842963877157
2025-04-21 17:29:05.058566,20.6465,12.0,465,191,28.0,30.0,3.98,4.08,253.0,0.51,13.187196458201715,139.77,485,1835,268.59286533757887
2025-04-21 17:29:20.058566,78.977,28.0,127,204,32.0,38.0,1.03,4.39,515.0,0.14,-0.2380829306385035,162.71,241,1807,312.6761473783892
2025-04-21 17:29:35.058566,12.8575,9.0,281,320,6.0,48.0,4.2,3.78,593.0,0.82,19.031206598655306,198.01,421,551,380.5113634220075
2025-04-21 17:29:50.058566,75.618,17.0,322,403,7.0,23.0,3.27,1.62,148.0,0.96,14.30074090168089,166.31,199,566,319.59418640833326
2025-04-21 17:30:05.058566,34.6585,30.0,393,150,36.0,39.0,2.64,4.27,167.0,0.06,5.895160469968961,100.96,98,1800,194.01256123976503
2025-04-21 17:30:20.058566,118.989,138.0,3419,4386,186.0,176.0,57.71,27.81,8.0,49.26,878.1278173297609,1259.22,2122,18976,2419.81475202394
2025-04-21 17:30:35.058566,77.4795,11.0,346,121,14.0,11.0,2.64,1.27,776.0,0.15,3.848018626107094,63.8,226,1555,122.60302503067561
2025-04-21 17:30:50.058566,99.63000000000001,105.0,4083,3847,220.0,310.0,60.4,59.47,9.0,13.36,236.38517599927513,2339.97,4846,16782,4496.6677191384015
2025-04-21 17:31:05.058566,22.320500000000003,5.0,101,207,34.0,30.0,2.78,3.78,372.0,0.66,16.4576472522361,22.29,161,921,42.834191660403754
2025-04-21 17:31:20.058566,44.921,11.0,203,281,44.0,36.0,2.64,2.63,722.0,0.85,14.739037203963273,24.17,432,176,46.44694537604122
2025-04-21 17:31:35.058566,48.591499999999996,13.0,119,261,18.0,31.0,2.36,4.98,595.0,0.28,0.029498704564251632,71.4,70,1888,137.20777409389092
2025-04-21 17:31:50.058566,46.302,7.0,277,333,13.0,13.0,3.7,1.73,534.0,0.72,6.865725069351887,190.39,288,113,365.8681808086259
2025-04-21 17:32:05.058566,35.832499999999996,29.0,152,154,26.0,32.0,2.96,3.07,559.0,0.73,13.93397122419007,50.65,439,644,97.33296579629655
2025-04-21 17:32:20.058566,34.583,9.0,315,81,10.0,21.0,4.01,2.76,290.0,0.02,-1.8331010709169173,87.84,285,177,168.80015233063554
2025-04-21 17:32:35.058566,73.4735,19.0,184,111,24.0,46.0,4.87,1.26,441.0,0.15,4.161871619914514,126.21,216,1163,242.5349183247895
2025-04-21 17:32:50.058566,115.344,173.0,2158,3449,226.0,346.0,61.41,41.5,1.0,44.27,783.5735927962812,2269.84,4207,27036,4361.900475480074
2025-04-21 17:33:05.058566,45.3145,25.0,62,353,16.0,22.0,2.54,4.29,202.0,0.21,-0.8369078239697045,187.22,347,1304,359.77646310725845
2025-04-21 17:33:20.058566,29.615000000000002,5.0,373,217,9.0,15.0,3.35,2.75,404.0,0.74,15.001583029978447,25.27,254,345,48.5607906351908
2025-04-21 17:33:35.058566,73.13550000000001,19.0,273,448,16.0,35.0,4.64,3.76,205.0,0.73,18.489497884651204,24.71,154,800,47.48465123053283
2025-04-21 17:33:50.058566,108.396,178.0,4408,2575,477.0,373.0,28.39,24.97,5.0,26.06,460.35832733346956,2524.45,3190,25694,4851.178785872869
2025-04-21 17:34:05.058566,63.746500000000005,6.0,343,193,35.0,13.0,4.67,2.83,763.0,0.07,-1.700809660731105,18.59,408,1577,35.7239848796279
2025-04-21 17:34:20.058566,41.026999999999994,12.0,275,437,45.0,6.0,3.0,3.58,694.0,0.3,0.5079305736192588,97.07,227,647,186.53723573240882
2025-04-21 17:34:35.058566,42.527499999999996,21.0,101,423,48.0,26.0,4.29,3.59,513.0,0.33,10.339003318487816,61.37,221,919,117.93334868546336
2025-04-21 17:34:50.058566,94.258,86.0,3131,4454,103.0,163.0,29.68,95.01,2.0,48.76,857.8584233676644,1583.2,3303,28843,3042.3998311687405
2025-04-21 17:35:05.058566,70.0185,9.0,142,123,24.0,40.0,1.04,4.4,794.0,0.09,9.494612966194007,41.5,455,1117,79.74961659518868
2025-04-21 17:35:20.058566,37.609,25.0,88,287,26.0,22.0,1.34,3.8,296.0,0.2,3.4460114957388965,25.98,245,1256,49.925181666096435
2025-04-21 17:35:35.058566,41.0195,20.0,257,491,41.0,28.0,2.93,1.14,479.0,0.27,7.4141516111858605,189.34,204,1990,363.8504194248922
2025-04-21 17:35:50.058566,12.4,23.0,374,155,42.0,33.0,4.91,2.87,133.0,0.88,13.488084975126352,36.17,145,585,69.50707547585482
2025-04-21 17:36:05.058566,70.1105,30.0,269,204,22.0,35.0,1.95,3.59,481.0,0.78,18.573092416936497,33.61,141,1580,64.58758105456124
2025-04-21 17:36:20.058566,31.590999999999998,29.0,341,283,45.0,19.0,1.17,1.52,412.0,0.84,10.607742652476484,25.38,217,437,48.77217516110576
2025-04-21 17:36:35.058566,78.3815,22.0,408,236,21.0,44.0,4.22,4.69,330.0,0.43,13.46543123318861,175.36,43,326,336.9853678586094
2025-04-21 17:36:50.058566,16.032,23.0,63,193,32.0,27.0,1.07,2.64,220.0,0.98,13.162460316858061,64.7,404,1330,124.33253478816165
2025-04-21 17:37:05.058566,78.5925,28.0,138,102,36.0,23.0,4.06,4.01,794.0,0.07,-1.526132425422539,184.97,369,1224,355.4526887135434
2025-04-21 17:37:20.058566,22.473000000000003,5.0,453,498,29.0,36.0,4.55,4.27,658.0,0.16,1.1532239743706922,128.84,236,1116,247.5889301716653
2025-04-21 17:37:35.058566,31.2835,5.0,176,113,10.0,22.0,4.63,3.18,139.0,0.08,12.505498205542963,118.37,294,481,227.46896665957797
2025-04-21 17:37:50.058566,94.56400000000001,139.0,2778,3087,298.0,177.0,83.13,75.24,8.0,41.09,723.9706241906874,2267.12,2326,16296,4356.6735126574495
2025-04-21 17:38:05.058566,62.634499999999996,29.0,301,192,43.0,22.0,1.9,4.86,157.0,0.16,2.033624581579166,178.45,16,250,342.9233513593113
2025-04-21 17:38:20.058566,15.754999999999999,26.0,95,312,39.0,31.0,3.14,1.29,539.0,0.09,8.00870112549582,53.83,362,358,103.44390027274716
2025-04-21 17:38:35.058566,70.3855,18.0,463,433,23.0,23.0,1.17,1.47,135.0,0.13,7.8054313975260285,65.76,202,1250,126.36951294697852
2025-04-21 17:38:50.058566,20.826,10.0,468,173,18.0,44.0,1.56,2.81,775.0,0.87,21.05748266885566,61.47,385,464,118.12551643629514
2025-04-21 17:39:05.058566,66.7265,21.0,269,237,5.0,41.0,1.93,1.54,698.0,0.69,5.793719662788153,134.61,379,152,258.677009394659
2025-04-21 17:39:20.058566,90.577,240.0,4766,2740,478.0,260.0,99.96,95.42,6.0,29.97,528.2358186281353,1353.58,4472,21316,2601.1442417088074
2025-04-21 17:39:35.058566,24.1675,19.0,67,286,22.0,41.0,4.01,3.28,535.0,0.9,20.06013101272144,163.94,397,1150,315.03981071362006
2025-04-21 17:39:50.058566,41.558,21.0,124,68,5.0,39.0,3.89,1.41,187.0,0.67,15.617363245875556,69.02,241,1476,132.63418162409454
2025-04-21 17:40:05.058566,49.9485,11.0,184,391,41.0,32.0,3.64,3.02,457.0,0.64,13.713678106408945,141.8,11,1334,272.493870679464
2025-04-21 17:40:20.058566,75.979,18.0,288,221,44.0,45.0,2.18,3.03,617.0,0.4,1.2327767723815635,91.94,114,674,176.6790301147385
2025-04-21 17:40:35.058566,57.4095,30.0,287,255,21.0,21.0,2.07,3.37,496.0,0.74,12.03294595364576,47.74,299,141,91.74088424709176
2025-04-21 17:40:50.058566,49.660000000000004,20.0,175,112,15.0,14.0,3.71,2.52,454.0,0.89,9.187466406544468,107.31,199,123,206.2152134175831
2025-04-21 17:41:05.058566,12.9705,21.0,467,468,32.0,49.0,1.09,2.92,713.0,0.2,3.9957754477602947,98.3,198,1316,188.9008990676397
2025-04-21 17:41:20.058566,52.271,21.0,134,71,33.0,9.0,2.11,4.59,397.0,0.55,9.555960322845607,101.83,129,294,195.68442067200155
2025-04-21 17:41:35.058566,65.4515,4.0,85,424,46.0,38.0,3.27,4.07,321.0,0.68,10.900851148487426,188.51,27,1447,362.2554270929884
2025-04-21 17:41:50.058566,25.102,24.0,338,196,39.0,10.0,1.43,4.62,122.0,0.01,2.2814918280228365,38.09,243,1923,73.19669629182499
2025-04-21 17:42:05.058566,71.6525,25.0,278,478,16.0,10.0,1.46,4.97,755.0,0.84,14.537651498571426,142.08,453,949,273.031940381793
2025-04-21 17:42:20.058566,50.433,10.0,475,142,22.0,13.0,2.45,1.62,774.0,0.69,10.791984241585494,21.95,404,1717,42.180821307575705
2025-04-21 17:42:35.058566,26.3935,13.0,222,335,46.0,33.0,2.88,4.16,791.0,0.78,12.173065403418693,45.09,247,938,86.6484388500496
2025-04-21 17:42:50.058566,112.53399999999999,91.0,3882,3013,427.0,433.0,85.98,81.16,1.0,30.06,533.6540062716329,2924.11,2781,15948,5619.196418847161
2025-04-21 17:43:05.058566,39.444500000000005,30.0,162,391,5.0,8.0,1.12,4.66,226.0,0.58,12.341712912163555,26.92,217,963,51.73155852391517
2025-04-21 17:43:20.058566,76.685,10.0,323,330,37.0,30.0,3.06,3.31,600.0,0.57,7.036080541453525,103.34,391,1127,198.58615370956142
2025-04-21 17:43:35.058566,14.445500000000001,26.0,334,86,41.0,10.0,2.69,3.21,728.0,0.25,-1.7353740944291989,20.58,352,1608,39.54812312118032
2025-04-21 17:43:50.058566,53.006,18.0,459,312,38.0,45.0,1.14,2.58,567.0,0.6,11.797067930946008,44.19,93,841,84.91892909256356
2025-04-21 17:44:05.058566,45.2665,23.0,134,322,25.0,49.0,2.06,1.87,405.0,0.58,13.822099664139003,16.21,136,229,31.150392409831536
2025-04-21 17:44:20.058566,20.777,23.0,467,167,45.0,34.0,1.45,2.25,384.0,0.73,14.683056097324227,43.44,405,1863,83.47767096132522
2025-04-21 17:44:35.058566,85.58749999999999,50.0,1669,1370,76.0,88.0,10.29,10.58,98.0,1.7,31.94414974487667,428.59,1806,11065,823.6117632899258
2025-04-21 17:44:50.058566,46.658,17.0,407,309,28.0,14.0,1.14,2.18,463.0,0.17,-0.6870402249421086,23.42,360,1146,45.00568724480287
2025-04-21 17:45:05.058566,26.3885,13.0,60,454,7.0,33.0,4.74,1.41,391.0,0.45,8.09057747132689,151.91,441,1206,291.9220302885569
2025-04-21 17:45:20.058566,76.959,25.0,108,364,13.0,33.0,2.86,4.97,135.0,0.5,6.534418272504007,18.48,437,763,35.51260035371294
2025-04-21 17:45:35.058566,93.1995,64.0,4499,4548,252.0,194.0,73.27,56.11,6.0,27.78,491.3667292854221,878.31,3857,28279,1687.8285723306064
2025-04-21 17:45:50.058566,47.82,8.0,147,79,25.0,39.0,2.06,4.44,526.0,0.91,12.068929129885412,188.5,182,1682,362.23621031790526
2025-04-21 17:46:05.058566,25.4205,21.0,110,313,34.0,19.0,1.09,4.5,583.0,0.88,13.689524601325902,183.33,286,174,352.30113759990223
2025-04-21 17:46:20.058566,60.971,8.0,126,278,45.0,6.0,4.73,1.35,107.0,0.66,7.428034798124257,116.8,125,922,224.451932971519
2025-04-21 17:46:35.058566,76.4915,8.0,184,196,44.0,18.0,3.74,1.44,293.0,0.3,4.475935646797089,150.12,259,1333,288.4822275486681
2025-04-21 17:46:50.058566,37.662000000000006,28.0,386,216,43.0,46.0,3.6,4.97,485.0,0.43,5.453599554435701,110.14,425,1559,211.65356076612247
2025-04-21 17:47:05.058566,75.2825,28.0,80,96,49.0,44.0,3.77,3.91,711.0,0.87,14.92923981187529,18.3,294,1213,35.16669840221574
2025-04-21 17:47:20.058566,31.733,4.0,87,162,38.0,17.0,2.32,3.62,788.0,0.85,10.464654550349522,190.34,160,1219,365.77209693321
2025-04-21 17:47:35.058566,34.8935,8.0,126,195,9.0,28.0,2.64,4.3,722.0,0.04,-7.434011261331815,170.3,382,1375,327.26167966652133
2025-04-21 17:47:50.058566,36.044,27.0,369,108,49.0,30.0,4.09,3.0,470.0,0.08,5.437390305546988,139.61,156,1187,268.28539693624805
2025-04-21 17:48:05.058566,12.8045,12.0,227,335,28.0,24.0,2.86,2.47,222.0,0.59,2.7706151950739892,67.31,396,1120,129.3481130848711
2025-04-21 17:48:20.058566,77.435,10.0,307,295,40.0,31.0,2.01,1.92,698.0,0.99,21.917369075911633,64.98,368,1752,124.87060449049063
2025-04-21 17:48:35.058566,70.7355,20.0,471,81,25.0,14.0,3.35,1.87,148.0,0.05,-2.4123481357752263,155.12,213,397,298.0906150902571
2025-04-21 17:48:50.058566,67.726,12.0,316,114,22.0,41.0,3.16,4.58,666.0,0.93,21.62814673881698,99.74,416,1715,191.66811467961733
2025-04-21 17:49:05.058566,49.636500000000005,14.0,449,274,40.0,21.0,2.2,2.48,548.0,0.34,9.356596573446827,20.32,49,169,39.04848696901769
2025-04-21 17:49:20.058566,31.417,31.0,459,195,16.0,39.0,4.28,3.66,739.0,0.61,8.549804537576836,37.31,272,1283,71.69778783533711
2025-04-21 17:49:35.058566,10.3375,20.0,230,407,12.0,31.0,4.9,3.85,521.0,0.53,4.3124245487850565,136.03,193,1819,261.4057914564703
2025-04-21 17:49:50.058566,72.658,25.0,386,425,7.0,49.0,2.79,4.29,490.0,0.16,6.061077835339218,191.85,313,376,368.6738299707699
2025-04-21 17:50:05.058566,22.0185,23.0,453,413,12.0,26.0,2.53,4.86,329.0,0.27,0.08485260439162623,97.06,255,1952,186.51801895732564
2025-04-21 17:50:20.058566,77.139,28.0,399,420,29.0,43.0,1.86,1.83,673.0,0.2,-2.0467853722213585,184.67,334,1979,354.87618546104807
2025-04-21 17:50:35.058566,77.2695,13.0,172,380,32.0,25.0,2.01,4.22,785.0,0.75,14.523168100205673,13.22,276,1874,25.404576659961315
2025-04-21 17:50:50.058566,13.33,21.0,170,446,34.0,6.0,4.19,3.56,268.0,0.36,12.981969563503291,97.27,361,227,186.92157123407236
2025-04-21 17:51:05.058566,18.8705,27.0,496,268,42.0,37.0,1.86,3.65,579.0,0.7,1.6109196633231075,61.39,234,1553,117.97178223562973
2025-04-21 17:51:20.058566,32.971000000000004,21.0,426,418,8.0,23.0,4.37,1.97,521.0,0.78,12.523426900961004,148.53,182,1388,285.4267603104428
2025-04-21 17:51:35.058566,71.48150000000001,16.0,279,415,27.0,35.0,2.25,2.36,580.0,0.26,0.6763846360422994,101.81,331,1688,195.6459871218352
2025-04-21 17:51:50.058566,28.182000000000002,16.0,495,236,40.0,10.0,4.35,4.35,568.0,0.86,6.092596957867251,146.71,437,647,281.9293072453044
2025-04-21 17:52:05.058566,38.8125,24.0,281,446,34.0,29.0,1.54,2.45,436.0,0.03,-0.10975496561723275,139.43,67,576,267.9394949847508
2025-04-21 17:52:20.058566,93.923,49.0,1072,1807,72.0,95.0,15.87,17.77,92.0,3.11,57.59899111355183,498.16,866,7587,957.3028675435952
2025-04-21 17:52:35.058566,91.0335,241.0,3844,4012,410.0,399.0,95.99,81.07,8.0,20.6,366.24774961248954,2440.14,2438,22521,4689.162155146596
2025-04-21 17:52:50.058566,44.934000000000005,24.0,190,194,46.0,43.0,2.51,3.12,192.0,0.76,11.994286094256074,145.73,185,1618,280.04606328715295
2025-04-21 17:53:05.058566,73.28450000000001,12.0,207,228,42.0,24.0,3.0,1.48,260.0,0.58,21.53584810734322,110.99,431,1966,213.28698664819257
2025-04-21 17:53:20.058566,51.405,5.0,451,256,46.0,33.0,4.28,2.58,463.0,0.86,16.778858426967467,100.98,189,1787,194.05099478993142
2025-04-21 17:53:35.058566,91.7855,40.0,1725,1574,72.0,61.0,13.9,18.76,23.0,3.03,57.08696753116138,342.86,914,7915,658.8663505018409
2025-04-21 17:53:50.058566,73.056,30.0,314,175,15.0,21.0,3.3,1.45,711.0,0.88,14.813408214910329,199.97,16,1573,384.2778513383104
2025-04-21 17:54:05.058566,48.6265,13.0,198,101,31.0,13.0,4.32,3.57,646.0,0.04,9.880121955308693,26.82,322,353,51.53939077308339
2025-04-21 17:54:20.058566,37.257000000000005,6.0,280,108,34.0,30.0,1.99,4.17,717.0,0.19,4.586635260829788,169.36,199,954,325.4553028087026
